citationid,paperid,Name,Year,Title,Abstract,FullTextLink,topics,probs,representations
Molléri_202_2023,1700719,"Molléri, Jefferson Seide [JME] [0000-0001-5629-5256] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Mendes, Emilia [eme] [0000-0003-0449-5322] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för datavetenskap [881506]);Petersen, Kai [kps] [0000-0002-1532-8223] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Felderer, Michael [mfd] [0000-0003-3818-4442] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2023,Determining a core view of research quality in empirical software engineering,"<p>Context: Research quality is intended to appraise the design and reporting of studies. It comprises a set of standards such as methodological rigor, practical relevance, and conformance to ethical standards. Depending on the perspective, different views of importance are given to the standards for research quality. Objective: To investigate the suitability of a conceptual model of research quality to Software Engineering (SE), from the perspective of researchers engaged in Empirical Software Engineering (ESE) research, in order to understand the core value of research quality. Method: We conducted a mixed-methods approach with two distinct group perspectives: (i) a research group; and (ii) the empirical SE research community. Our data collection approach comprised a questionnaire survey and a complementary focus group. We carried out a hierarchical voting prioritization to collect relative values for importance of standards for research quality. Results: In the context of this research, ‘internally valid’, ‘relevant research idea’, and ‘applicable results’ are perceived as the core standards for research quality in empirical SE. The alignment at the research group level was higher compared to that at the community level. Conclusion: The conceptual model was seen to express fairly the standards for research quality in the SE context. It presented limitations regarding its structure and components’ description, which resulted in an updated model. © 2022</p>",,"[25, 27, 25, 27, 18]","[0.5491810366006263, 0.08340023084313397, 0.3865021420016713, 0.28578134677547334, 1.0]","[['engineering collaboration', 'quality engineering', 'collaboration engineering', 'engineering context', 'engineering objective', 'industry academia', 'qualitative methods', 'engineering conclusions', 'studies engineering', 'engineering aims'], ['quality attributes', 'metrics quality', 'ci components', 'ci environments', 'ci environment', 'quality properties', 'definitions quality', 'standards quality', 'maintainability', 'value delivery'], ['engineering collaboration', 'quality engineering', 'collaboration engineering', 'engineering context', 'engineering objective', 'industry academia', 'qualitative methods', 'engineering conclusions', 'studies engineering', 'engineering aims'], ['quality attributes', 'metrics quality', 'ci components', 'ci environments', 'ci environment', 'quality properties', 'definitions quality', 'standards quality', 'maintainability', 'value delivery'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination']]"
Ouriques_227_2023,1749005,"Ouriques, Raquel [rou] [0000-0003-2679-0517] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Fagerholm, Fabian [faf] [0000-0002-7298-3021] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (Aalto University, Finland);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (Fortiss, Germany);Bern, Baldvin Gislason (Axis Communications)",2023,An investigation of causes and effects of trust in Boundary Artefacts,"<p>Context: Boundary Artefacts (BAs) support software development activities in many aspects because it carries lots of information in the same object that can be used and interpreted by several social groups within an organisation. When the BAs are inconsistent regarding their content, such as many meanings or lack of contextual information, their efficiency is reduced because stakeholders will not trust them. Objective: This study aimed to understand the implications of differences in the perception of trust on software projects and their influence on stakeholders' behaviour. Methods: We conducted an exploratory case study to observe the creation and utilisation of one specific BA and the implications of differences in trust and their influence on stakeholders' behaviour. Results : Our investigation has shown that practitioners adding and adjusting existing content do not entirely understand the stakeholders' needs. Together with the partial management of the content, trust is impacted. When the content of BAs does not meet the trust factors, specifically reliability and predictability, the stakeholders cannot execute their tasks appropriately, and several implications affect the software development project. Additionally, they create workarounds to supply their needs. Conclusion: The differences in trust in BAs affect software projects in different areas of the organisation and interfere with the task execution of various stakeholders. The decrease in trust results from inconsistencies in the content associated with the lack of management of the BA. A structured strategy for representing and managing a BA's content seems appropriate to increase trust levels and efficiency.</p>",https://bth.diva-portal.org/smash/get/diva2:1749005/FULLTEXT01.pdf,[2],[0.02693636243126337],"[['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers']]"
Ouriques_228_2023,1722714,"Ouriques, Raquel [rou] [0000-0003-2679-0517] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Wnuk, Krzysztof [krw] [0000-0003-3567-9300] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gorschek, Tony [tgo] [0000-0002-3646-235x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Svensson, Richard Berntsson (University of Gothenburg)",2023,The role of knowledge-based resources in Agile Software Development contexts,"<p>The software value chain is knowledge-based since it is highly dependant on people. Consequently, a lack of practice in managing knowledge as a resource may jeopardise its application in software development. Knowledge-Based Resources (KBRs) relate to employees’ intangible knowledge that is deemed to be valuable to a company's competitive advantage. In this study, we apply a grounded theory approach to examine the role of KBRs in Agile Software Development (ASD). To this aim, we collected data from 18 practitioners from five companies. We develop the Knowledge-Push theory, which explains how KBRs boost the need for change in ASD. Our results show that the practitioners who participated in the study utilise, as primary strategies, task planning, resource management, and social collaboration. These strategies are implemented through the team environment and settings and incorporate an ability to codify and transmit knowledge. However, this process of codification is non-systematic, which consequently introduces inefficiency in the domain of knowledge resource utilisation, resulting in potential knowledge waste. This inefficiency can generate negative implications for software development, including meaningless searches in databases, frustration because of recurrent problems, the unnecessary redesign of solutions, and a lack of awareness of knowledge sources. © 2022 The Authors</p>",https://bth.diva-portal.org/smash/get/diva2:1722714/FULLTEXT01.pdf,"[12, 12, 18]","[1.0, 1.0, 0.36186464952063485]","[['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination']]"
Sundelin_295_2025,1923597,"Sundelin, Anders [ars] [0000-0001-9898-2222] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (Ericsson Mobile Financial Services AB, Sweden);Gonzalez-Huerta, Javier [jgh] [0000-0003-1350-7030] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Torkar, Richard (Chalmers University of Technology);Wnuk, Krzysztof [krw] [0000-0003-3567-9300] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2025,Governing the commons : code ownership and code-clones in large-scale software development,"<p>Context: In software development organizations employing weak or collective ownership, different teams are allowed and expected to autonomously perform changes in various components. This creates diversity both in the knowledge of, and in the responsibility for, individual components.</p><p>Objective: Our objective is to understand how and why different teams introduce technical debt in the form of code clones as they change different components.</p><p>Method: We collected data about change size and clone introductions made by ten teams in eight components which was part of a large industrial software system. We then designed a Multi-Level Generalized Linear Model (MLGLM), to illustrate the teams’ differing behavior. Finally, we discussed the results with three development teams, plus line manager and the architect team, evaluating whether the model inferences aligned with what they expected. Responses were recorded and thematically coded.</p><p>Results: The results show that teams do behave differently in different components, and the feedback from the teams indicates that this method of illustrating team behavior can be useful as a complement to traditional summary statistics of ownership.</p><p>Conclusions: We find that our model-based approach produces useful visualizations of team introductions of code clones as they change different components. Practitioners stated that the visualizations gave them insights that were useful, and by comparing with an average team, inter-team comparisons can be avoided. Thus, this has the potential to be a useful feedback tool for teams in software development organizations that employ weak or collective ownership. © The Author(s) 2024.</p>",https://bth.diva-portal.org/smash/get/diva2:1923597/FULLTEXT01.pdf,"[18, 17, 18, 18, 18, 18]","[0.5684735554174742, 0.10905708541342615, 0.1375291626817357, 0.23138002340262687, 0.22358471366470323, 0.39786464583102443]","[['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination'], ['technical debt', 'debt', 'debt metaphor', 'technical', 'requirements engineering', 'engineering conclusions', 'lead time', 'industrial case', 'case study', 'bug fixing'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination']]"
Tanveer_302_2023,1787083,"Tanveer, Binish [bta] [0000-0003-2300-068x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Zabardast, Ehsan [ehz] [0000-0002-1729-5154] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gonzalez-Huerta, Javier [jgh] [0000-0003-1350-7030] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2023,An approach to align socio-technical dependencies in large-scale software development,"<p>Seeking the advantages delivered by agile methods in small-scale software development, large organisations are also adopting agile methods. However, scaling results in a huge growth of socio-technical dependencies that can lead to waiting time, delays, and defects and hinder the teams' ability to recognize their own responsibilities. This research proposes an approach to enable teams' autonomy and clarifies teams' responsibility assignments by aligning socio-technical dependencies. By utilising compile-time, run-time, and task dependencies, our approach identifies the wasteful dependencies between the social structures (teams) and the corresponding technical structures (architecture) and also suggests improvements. The initial results suggest that the approach correctly identifies the wasteful dependencies that are hindering teams' responsibility assignments. The suggested solution proposals are also considered useful. Awareness of such wasteful dependencies is the first step toward being able to handle them successfully. © 2023 IEEE.</p>",https://bth.diva-portal.org/smash/get/diva2:1787083/FULLTEXT01.pdf,"[12, 18, 18, 18]","[0.736465862563091, 1.0, 1.0, 1.0]","[['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination']]"
Tkalich_306_2024,1725960,"Tkalich, Anastasiia [atk] [0000-0001-7391-4194] (SINTEF, NOR);Šmite, Darja [xds] [0000-0003-1744-3118] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Andersen, Nina Haugland (Norwegian University of Science and Technology, NOR);Moe, Nils Brede (SINTEF, NOR)",2024,What Happens to Psychological Safety When Going Remote?,"<p>Psychological safety is a precondition for learning and success in software teams. But what happens to psychological safety when work becomes remote? In this article, we explore how Norwegian software developers experienced remote work under the pandemic and after restrictions were waved and describe simple behaviors and attitudes related to psychological safety. We pay special attention to work arrangements in which team members alternate days in the office with days working remotely. Our key takeaway is that psychological safety is enabled by spontaneous interaction, which is easy to facilitate in the office and hard to facilitate remotely. Our findings lead us to recommend that team members align their work modes to increase chances for spontaneous interaction in the office while benefiting from the increased focus associated with working remotely. Author</p>",https://bth.diva-portal.org/smash/get/diva2:1725960/FULLTEXT01.pdf,"[2, 2, 2, 2, 2, 2]","[0.09856356084192221, 0.1377179562431985, 1.0, 0.36206441668170786, 0.08928923074246793, 0.11050098422952145]","[['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers']]"
Vishnubhotla_336_2020,1358560,"Vishnubhotla, Sai Datta [dvi] [0000-0002-0983-8817] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för datavetenskap [881506]);Mendes, Emilia [eme] [0000-0003-0449-5322] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för datavetenskap [881506]);Lundberg, Lars [llu] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för datavetenskap [881506])",2020,Investigating the relationship between personalities and agile team climate of software professionals in a telecom company,"<p>Context: Previous research found that the performance of a team not only depends on the team personality composition, but also on the interactive effects of team climate. Although investigationon personalities associated with software development has been an active research area over the past decades, there has been very limited research in relation to team climate.</p><p>Objective: Our study investigates the association between the five factor model personality traits(openness to experience, conscientiousness, extraversion, agreeableness and neuroticism) and the factors related to team climate (team vision, participative safety, support for innovation and task orientation) within the context of agile teams working in a telecom company.</p><p>Method: A survey was used to gather data on personality characteristics and team climate perceptions of 43 members from eight agile teams. The data was initially used for correlation analysis; then, regression models were developed for predicting the personality traits related toteam climate perception.</p><p>Results: We observed a statistically significant positive correlation between agreeableness and participative safety (r = 0.37), and also between openness to experience and support for innovation(r = 0.31). Additionally, agreeableness was observed to be positively correlated with overall team climate (r = 0.35). Further, from regression models, we observed that personality traits accountedto less than 15% of the variance in team climate.</p><p>Conclusion: A person’s ability to easily get along with team members (agreeableness) has a significant positive influence on the perceived level of team climate. Results from our regression analysis suggest that further data may be needed, and/or there are other human factors, in addition to personality traits, that should also be investigated with regard to their relationship with team climate. Overall, the relationships identified in our study are likely to be applicable to organizations within the telecommunications domain that use scrum methodology for software development.</p>",,"[12, 12, 12, 12]","[0.08221881954194318, 0.0762797175872166, 0.07756217677999723, 1.0]","[['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members']]"
Zabardast_363_2022,1749687,"Zabardast, Ehsan [ehz] [0000-0002-1729-5154] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gonzalez-Huerta, Javier [jgh] [0000-0003-1350-7030] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Palma, Francis (Linnaeus University)",2022,The Impact of Forced Working-From-Home on Code Technical Debt : An Industrial Case Study,"<p>Background: The COVID-19 outbreak interrupted regular activities for over a year in many countries and resulted in a radical change in ways of working for software development companies, i.e., most software development companies switched to a forced Working-From-Home (WFH) mode. Aim: Although several studies have analysed different aspects of forced WFH mode, it is unknown whether and to what extent WFH impacted the accumulation of technical debt (TD) when developers have different ways to coordinate and communicate with peers. Method: Using the year 2019 as a baseline, we carried out an industrial case study to analyse the evolution of TD in five components that are part of a large project while WFH. As part of the data collection, we carried out a focus group with developers to explain the different patterns observed from the quantitative data analysis. Results: TD accumulated at a slower pace during WFH as compared with the working-from-office period in four components out of five. These differences were found to be statistically significant. Through a focus group, we have identified different factors that might explain the changes in TD accumulation. One of these factors is responsibility diffusion which seems to explain why TD grows faster during the WFH period in one of the components. Conclusion: The results suggest that when the ways of working change, the change between working from office and working from home does not result in an increased accumulation of TD. © 2022 IEEE.</p>",https://bth.diva-portal.org/smash/get/diva2:1749687/FULLTEXT01.pdf,"[17, 2, 17, 17, 2, 2]","[0.25745804591402627, 1.0, 0.3586105019585195, 0.06641597044329112, 1.0, 1.0]","[['technical debt', 'debt', 'debt metaphor', 'technical', 'requirements engineering', 'engineering conclusions', 'lead time', 'industrial case', 'case study', 'bug fixing'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['technical debt', 'debt', 'debt metaphor', 'technical', 'requirements engineering', 'engineering conclusions', 'lead time', 'industrial case', 'case study', 'bug fixing'], ['technical debt', 'debt', 'debt metaphor', 'technical', 'requirements engineering', 'engineering conclusions', 'lead time', 'industrial case', 'case study', 'bug fixing'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers']]"
Zabardast_364_2022,1676639,"Zabardast, Ehsan [ehz] [0000-0002-1729-5154] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gonzalez-Huerta, Javier [jgh] [0000-0003-1350-7030] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Tanveer, Binish [bta] [0000-0003-2300-068x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2022,Ownership vs Contribution : Investigating the Alignment between Ownership and Contribution,"<p>Software development is a collaborative endeavour. Organisations that develop software assign modules to different teams, i.e., teams own their modules and are responsible for them. These modules are rarely isolated, meaning that there exist dependencies among them. Therefore, other teams might often contribute to developing modules they do not own. The contribution can be, among other types, in the form of code authorship, code review, and issue detection. This research presents a model to investigate the alignment between module ownership and contribution and the preliminary results of an industrial case study to evaluate the model in practice. Our model uses seven metrics to assess teams' contributions. Initial results suggest that the model correctly identifies misalignment between ownership and contribution. The detection of misalignment between ownership and contribution is the first step towards investigating the impact it might have on the faster accumulation of Technical Debt. © 2022 IEEE.</p>",https://bth.diva-portal.org/smash/get/diva2:1676639/FULLTEXT01.pdf,"[9, 18, 17]","[1.0, 0.18700150848233266, 1.0]","[['code reviews', 'code review', 'code changes', 'modern code', 'knowledge sharing', 'review comments', 'developers', 'reviewers', 'reviewers feedback', 'code'], ['team autonomy', 'teams working', 'teams organizations', 'organizational control', 'team performance', 'context organizations', 'organizational', 'organizational support', 'enable teams', 'coordination'], ['technical debt', 'debt', 'debt metaphor', 'technical', 'requirements engineering', 'engineering conclusions', 'lead time', 'industrial case', 'case study', 'bug fixing']]"
Šmite_367_2023,1774983,"Šmite, Darja [xds] [0000-0003-1744-3118] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",2023,Conflicting Interests in the Hybrid Workplace : Five Perspectives to Consider,"<p>One clear legacy from the COVID-19 pandemic is the widespread adoption of remote work and flexible work arrangements, especially in tech companies. However, the practicability of remote working has raised a significant debate. The preferences for remote work vary greatly even among the employees of the same company. Individual wishes for remote vs office work can be often found anywhere on the spectrum from fully remote work to fully onsite with the hybrid working options of a varying degree in the middle. The most obvious common denominator in this situation is full flexibility, i.e., letting people decide when they want to work where. However, such one-fits-all strategy does not really fit anybody. Instead, it gives rise to several inherent conflicts of interest. In this position paper, we summarize opinions and experiences about remote work in five fictional personas as collective images based on extensive research: quantitative data, research interviews, and informal discussions with both employees and managers in tech companies, including Spotify, Ericsson, Telenor, Tieto, SONY, and many others. We conclude that increased flexibility at work leads to the conflict of individual interests of increased personal flexibility, team interest of efficient teamwork and corporate interests of preserving efficiency, company culture, and retaining the talents. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.</p>",,"[2, 2, 2, 2, 2, 2, 2, 2]","[0.07138411250941121, 1.0, 0.22040171561413666, 0.1944239926436889, 0.32484618195489323, 0.04082506302583458, 0.3341206431698291, 0.0364693276130644]","[['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers']]"
Šmite_368_2023,1736558,"Šmite, Darja [xds] [0000-0003-1744-3118] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Christensen, Emily Laue (IT University of Copenhagen, Denmark);Tell, Paolo (IT University of Copenhagen, Denmark);Russo, Daniel (Aalborg University, Denmark)",2023,The Future Workplace : Characterizing the Spectrum of Hybrid Work Arrangements for Software Teams,"<p>The better-than-expected forced working from home (WFH) experiences coupled with investments enabling remote work during the pandemic motivated many employees to continue WFH occasionally, often, or entirely. Many organizations adjust their policies to increase flexibility as reported in numerous news outlets, articles, blogs, and channels dedicated to future workplace. The studies praise the flexibility given to individuals and the increase in the work-life balance but also warn about the alienation of staff members, decreased team cohesion and sense of belonging, as well as dilution of the corporate culture. This article systemizes a spectrum of emerging work arrangements for teams, including hybrid teams, partially aligned teams and, more importantly, variegated teams with fully aligned alternation of office presence. Our team typology is based on the practical insights from &amp;#x2018;Alpha,&amp;#x2019; &amp;#x2018;InterSoft,&amp;#x2019; Valtech, IBM, Brandwatch, and Ericsson and provides a nuanced vocabulary for organizations to start reasoning about the future work arrangements. IEEE</p>",,"[2, 2, 2, 2, 2]","[0.07336981656455216, 1.0, 0.03454873434011285, 0.058971385386718214, 0.04938397654717069]","[['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers']]"
Šmite_369_2020,1448830,"Šmite, Darja [xds] [0000-0003-1744-3118] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (SINTEF ICT, NOR);Gonzalez-Huerta, Javier [jgh] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Moe, Nils Brede [nbm] [0000-0003-2669-0778] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (SINTEF ICT, NOR)",2020,"“When in Rome, do as the romans do” : cultural barriers to being agile in distributed teams","<p>With the growing interest of adopting agile methods in offshored process, many companies realized that the use of agile methods and practices in companies located outside the location of early adopters of agile methods may be challenging. India, the main destination of offshoring contracts, have received particular attention, due to the big cultural differences. Critical analysis of related studies suggests that impeding behaviors are mostly rooted in the hierarchical culture of Indian organizations and related management behavior of command-and-control. But what happens in distributed projects with a more empowering onshore management? In this paper, we present the findings from a multiple-case study of DevOps teams with members from a mature agile company located in Sweden and a more hierarchical offshore vendor from India. Based on two focus groups we list culturally different behaviors of offshore engineers that were reported to impede agile ways of working. Furthermore, we report the findings from surveying 36 offshore team members from five DevOps teams regarding their likely behavior in situations reported to be problematic. Our findings confirm a number of previously reported behaviors rooted in cultural differences that impede the adoption of agile ways of working when collaborating with offshore engineers. At the same time, our survey results suggest that among the five surveyed teams there were teams that succeeded with the cultural integration of the offshore team members. Finally, our findings demonstrate the importance of cultural training especially when onboarding new team members. © The Author(s) 2020.</p>",https://bth.diva-portal.org/smash/get/diva2:1448830/FULLTEXT01.pdf,"[12, 12, 12, 12, 12, 12, 12]","[1.0, 1.0, 1.0, 0.8882720723221437, 1.0, 1.0, 0.09421459559234967]","[['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members'], ['agile teams', 'agile practices', 'adopting agile', 'agile team', 'agile methods', 'use agile', 'agile', 'team climate', 'distributed projects', 'team members']]"
Šmite_370_2025,1849086,"Šmite, Darja [xds] [0000-0003-1744-3118] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Moe, Nils Brede [nbm] [0000-0003-2669-0778] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]) (SINTEF, Norway)",2025,What Attracts Employees to Work on Site in Times of Increased Remote Working?,"<p>We examine how remote work is institutionalized in eight companies, and solicit employees' needs at the workplace. Based on these insights, we summarize actionable advice for policy makers, facility managers and employees to promote on-site work, which is likely to help many companies to rejuvenate life in their offices.</p>",,"[2, 2, 2]","[0.3079676289333925, 0.35086763851490044, 0.49054028748304107]","[['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers'], ['working home', 'work home', 'work life', 'work arrangements', 'forced working', 'perceived productivity', 'employees', 'work', 'office', 'managers']]"
